id,seller,price,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id
19293,0,7700000,46,6,29.7,6,2,,2.64,0,1,,,1,0,1,2,6944
19294,,7844650,41.95,18.7,13.1,2,1,,3,1,0,1,0,,,,1,2344
19295,3,7819600,45.2,19.4,14.8,22,1,,2.65,1,0,1,0,,,,1,6580
19296,,8000000,45.5,5.3,30,3,2,1,2.6,,,,,1,0,0,1,3847
19297,1,8110000,53,9,31,12,2,1,2.64,0,1,1,0,1,0,1,1,5784
19298,0,8200000,45.4,6.5,30,4,2,0,2.54,1,0,1,0,1,0,1,1,6094
19299,0,8200000,40,11,16.7,4,1,,,0,1,,,1,0,2,1,141
19300,0,8200000,39.2,8.6,20.9,10,1,,2.64,0,1,0,1,0,2,2,2,3128
19301,1,8350000,50.6,8.6,30.6,16,2,,2.64,0,1,1,0,0,1,2,1,6169
19302,0,8400000,33,6.3,19,9,1,,2.64,1,0,0,1,,,3,1,7617
19303,,8550000,38.6,7.9,17.4,8,1,,,0,1,0,1,1,0,1,1,4351
19304,0,9017580,63.06,,,3,3,,,1,1,,,1,1,1,1,1233
19305,1,9000000,39,8,25,4,1,,,1,0,,,,,3,1,431
19306,3,9330750,48.75,10.8,24,6,2,,2.72,0,2,1,0,,,,1,218
19307,3,9533544,48.74,10.8,24,2,2,,2.72,0,1,1,0,,,,1,8466
19308,3,9643914,49.38,10.8,24,3,2,,2.72,0,1,1,0,1,0,,1,607
19309,3,9633492,53.46,12,27.4,2,2,,2.72,0,1,1,0,,,,1,713
19310,3,9777189,51.27,10.7,28.8,3,2,,2.72,0,2,1,0,,,,1,218
19311,,9800000,53,15,28,2,2,1,,1,0,1,1,0,1,2,1,1382
19312,3,9864435,54.59,8.5,28.2,4,2,,2.85,,,,,,,,1,5890
19313,3,9873325,51.29,10.7,28.8,4,2,,2.72,0,2,1,0,,,,1,8466
19314,1,9900000,51,6.5,,8,2,1,,0,1,1,1,1,0,1,1,3089
19315,1,9990000,39.6,8,23,17,1,,,1,0,1,0,0,1,,2,9622
19316,3,10150873,44.61,12.9,16.1,21,1,,2.85,,,,,,,,1,6555
19317,3,10423001,62.09,10.4,,22,2,,2.85,,,,,,,,1,6555
19318,3,10459813,58.73,22.5,22.6,1,2,,2.72,0,1,1,0,,,,1,4791
19319,,10538882,51.11,10.7,28.5,3,2,,2.72,0,2,1,0,,,,1,4791
19320,1,10650000,85,10.5,46,3,3,1,2.9,0,2,1,1,0,1,2,2,7590
19321,,10900000,64.6,21.8,28.7,11,2,,,2,0,1,0,1,0,,1,4411
19322,,10900000,49,9.4,29,7,2,1,2.7,1,0,1,0,0,1,3,1,6363
19323,1,11700000,41,12,20,4,1,,,1,0,1,0,0,1,,2,3882
19324,3,11893675,61.15,13.8,31.3,14,2,,2.72,0,2,1,0,,,,1,4791
19325,1,11990000,55,7,30,3,2,1,,1,0,1,0,1,0,2,1,6278
19326,3,12614884,63.97,21.1,27.1,5,2,,3,0,2,0,1,,,,1,2344
19327,,13100000,54,9,31,6,2,1,2.75,0,1,1,0,0,1,1,1,348
19328,1,13499000,55,,,7,3,1,,1,0,1,1,1,0,2,2,4079
19329,0,13500000,64.3,8,38,11,3,,,0,1,,,0,1,3,1,5344
19330,3,13667631,70.85,15.4,34.1,22,2,,2.85,,,,,,,,1,6555
19331,0,14394600,109.4,,,2,4,,,1,1,1,0,1,0,0,1,1233
19332,3,14289026,84.54,11.5,,12,2,,2.85,,,,,,,,1,6555
19333,2,5600000,37.7,10,19,2,1,,2.7,1,0,0,1,0,1,1,1,169
19334,2,14590000,52.2,10,25.8,4,2,1,3.2,1,0,1,0,1,0,2,1,1124
19335,2,14922980,86.52,10,25.8,21,2,1,3.2,1,0,1,0,1,0,2,1,6555
19336,3,15196342,75.19,19.8,34.1,19,2,,2.85,,,,,,,,1,6555
19337,3,15257057,73.67,21.2,36.2,2,2,,3,0,2,0,1,,,,1,3067
19338,3,15569949,85.93,15.4,48.2,6,2,,2.85,,,,,,,,1,6555
19339,,15500000,90,,,4,4,1,,0,1,1,1,1,0,2,1,6690
19340,1,15700000,78,9,52,2,3,1,,0,1,,,0,2,1,1,7056
19341,1,16000000,67,18,39,14,2,1,,1,0,1,0,1,0,2,2,8296
19342,3,16060247,88.04,12.4,49.6,10,3,,2.85,,,,,,,,1,5890
19343,0,16500000,90.1,18,55,19,3,1,3,0,1,1,1,3,0,3,1,8834
19344,1,17500000,102,13.5,56,17,3,,3.4,0,2,1,0,,,0,2,9144
19345,2,17500000,70,12,32,16,2,1,,1,0,1,0,,,2,1,8296
19346,3,17637434,89.89,19.8,48.8,12,2,,2.85,,,,,,,,1,6555
19347,3,17842083,113.9,13.7,66.6,2,4,,2.85,,,,,,,,1,6555
19348,3,17932648,66.4,6,46.2,17,3,,,1,0,,,1,0,,1,1274
19349,1,18000000,111.7,11.6,72.9,7,5,1,2.7,2,0,1,1,0,2,3,1,3893
19350,3,18573193,94.96,17.8,54.2,23,3,,2.85,,,,,,,,1,6555
19351,1,18500000,64.9,24.1,25,19,2,,,0,2,1,1,0,1,1,2,3988
19352,3,19653623,107.69,15.3,66.4,8,3,,2.85,,,,,,,,1,5890
19353,3,19912380,83.65,11.6,49.5,5,3,,,1,1,,,2,0,,1,1274
19354,3,20262270,109.3,,,47,2,,,,,,,,,,1,4715
19355,3,20302336,103.91,12.4,65.5,18,3,,2.85,,,,,,,,1,5890
19356,1,21000000,115,14,66,5,3,,,0,2,1,1,1,1,2,2,4037
19357,3,21468425,113.15,16.2,71.4,2,4,,2.85,,,,,,,,1,5890
19358,3,21546790,129.1,25.1,72,4,4,,3,0,3,1,1,,,,1,2344
19359,0,22700000,83,,,4,3,,,,,,,,,,0,7845
19360,3,23786900,82.6,15,48.4,19,3,,,2,0,,,2,0,,1,905
19361,3,23990546,128.7,,,38,2,,,,,,,,,,1,4715
19362,3,25539902,112.52,,,11,3,,,,,,,,,,1,1274
19363,1,26200000,119.8,25,42,4,3,1,3.13,2,0,1,1,1,0,3,2,717
19364,3,30504053,109.33,,,20,3,,,,,,,,,,1,1274
19365,1,30000000,137.4,12,94.4,10,4,1,2.9,0,2,1,0,2,0,2,1,9652
19366,1,79000000,153,,122,10,4,,,1,0,1,0,0,1,0,1,5795
19367,,9300000,49,9,30,3,2,1,2.8,0,1,1,0,1,0,2,2,2347
19368,,7400000,53.6,9.1,28.7,15,2,1,,0,1,1,0,0,1,1,2,6049
19369,,10200000,56.5,,,2,3,,2.64,0,1,,,,,2,1,7814
19370,,14500000,80,,,12,3,,2.5,0,1,,,1,0,2,1,368
19371,3,15035656,104.8,14.1,59.6,2,4,,,1,1,,,0,1,,1,8782
19372,,33068000,118.1,14.1,58.3,18,3,,,1,1,,,,,,1,7719
19373,,6420000,28,6,17,4,1,,,1,0,1,0,1,0,3,1,976
19374,3,7904000,38.5,,17.1,2,1,,2.95,,,,,,,,1,927
19375,,10300000,57,,,8,3,,,,,,,,,,,3042
19376,3,8931254,44.7,12.1,20,3,1,,3,0,1,,,0,1,,1,1744
19377,,9800000,54,10,34,1,2,,,,,1,0,,,1,2,8718
19378,3,10625147,56.66,10.5,31.3,6,2,,3,1,1,,,0,1,,1,1744
19379,3,12145100,61,14.7,29.2,24,2,,2.8,1,1,,,0,1,,1,9382
19380,,12143035,60.7,11.5,28.5,14,2,,,1,1,,,0,1,,1,6064
19381,,12500000,79.6,9.2,51.3,3,3,1,3,0,1,1,0,1,0,2,2,2177
19382,3,13021691,81.9,32.2,28,18,2,,,1,1,,,0,1,,1,8076
19383,3,13087120,71.48,9.9,41.5,6,3,,3,1,1,,,0,1,,1,1744
19384,3,14337887,76.92,11.5,47.5,4,3,,3,1,1,,,0,1,,1,1744
19385,3,15014178,104.2,14.1,59.6,3,4,,,1,1,,,0,1,,1,8782
19386,,15450000,63,8,40,7,2,1,3,2,0,1,0,1,0,2,2,6646
19387,,20700000,72,12,37,7,2,1,3,1,1,0,1,,,2,2,6995
19388,,30700000,104.1,,,23,3,,,2,0,0,1,,,2,1,6995
19389,,37000000,103,20,53,2,3,,,2,0,1,1,,,3,1,1661
19390,1,5750000,29.1,5.8,17.5,5,1,,2.8,1,0,1,1,1,0,0,1,5221
19391,0,4650000,19.9,5,14.9,15,1,,,1,0,0,1,,,,1,4955
19392,0,5850000,33,7,20,2,1,,2.64,0,1,0,1,,,2,1,4920
19393,3,6511572,38.2,10.1,15,6,1,,,1,0,,,0,1,,1,8782
19394,,6800000,39,9,18,8,1,,,1,0,,,1,0,2,1,1356
19395,,7000000,44.4,9.4,27.9,8,2,1,2.64,,,,,,,0,1,3815
19396,0,7250000,40.2,6,30,2,2,1,2.48,1,0,1,0,1,0,1,1,9214
19397,3,7557340,34.31,9,17.3,12,1,,3,1,0,,,0,1,,1,1744
19398,3,7564050,38.79,18.7,11.7,2,1,,2.9,1,0,0,1,1,0,,1,9665
19399,0,7700000,47.4,6.5,30,9,2,1,2.6,0,1,1,0,1,0,1,1,5510
19400,3,8049198,35.42,9.2,14.2,20,1,,3,0,1,,,0,1,,1,1744
19401,1,8400000,43.6,6,27.2,7,2,1,,1,0,0,1,1,0,1,1,5156
19402,3,8565784,36.42,10.2,17.3,2,1,,3,1,0,,,0,1,,1,1744
19403,1,9250000,63,6,46.9,7,4,,,0,1,,,0,1,1,2,8119
19404,3,9799396,51.02,10.9,24.6,9,2,,3,1,1,,,0,1,,1,1744
19405,1,9999000,57.6,13.7,39.4,2,2,1,3,0,1,1,0,1,0,0,2,2190
19406,2,10100000,57.8,12.9,33.7,3,2,1,2.64,0,1,1,1,0,1,2,1,452
19407,2,10500000,75.5,9.5,52.7,1,3,1,2.64,0,1,1,1,,,1,1,1625
19408,3,10563370,53.45,10.8,26.1,9,2,,3,1,1,,,0,1,,1,1744
19409,3,10837904,53.2,8.7,29.7,22,2,,,1,1,,,0,1,,1,801
19410,0,10800000,45,7.5,28,8,2,1,2.64,1,0,,,0,1,2,1,2829
19411,1,10900000,56,9,30,4,2,,,,,,,,,,0,8111
19412,,11350000,71.5,9,53,1,3,1,2.65,1,0,1,1,,,1,1,4241
19413,3,12096420,84,13.9,46.9,2,3,,,1,1,,,0,1,,1,8782
19414,3,12929641,53.88,9,30,31,2,,3,,,,,0,1,,1,1744
19415,3,13356252,90.6,13.6,55.1,3,3,,,1,1,,,0,1,,1,8782
19416,3,13912031,74.24,10.3,43.2,7,3,,3,1,1,,,0,1,,1,1744
19417,3,13958480,79.43,11.1,48.1,12,3,,3,1,1,,,0,1,,1,1744
19418,3,14694090,75.44,11.8,44.5,5,3,,3,1,1,,,0,1,,1,1744
19419,0,17500000,70,12,47,5,2,1,,0,2,1,0,0,2,2,1,5783
19420,1,17700000,95.3,15.3,70.4,4,3,2,,1,1,1,1,,,2,2,38
19421,1,20500000,76,17,30,12,2,,,1,0,1,0,1,0,1,2,6995
19422,3,23968442,104.62,20.6,56.9,3,4,,2.9,0,3,1,1,,,,1,9665
19423,1,26600000,111,18,,12,3,1,,2,0,1,0,1,0,3,1,4843
19424,,33012000,117.9,14.3,62.5,10,3,,,1,1,,,,,,1,5232
19425,1,55000000,140,,,18,3,,,1,1,,,,,3,2,8353
19426,0,7000000,38,10,19,5,1,,2.64,1,0,1,0,0,1,0,1,501
19427,1,4999000,30,6,16,4,1,,2.64,1,0,1,0,1,0,1,2,887
19428,1,7600000,53.5,5.9,33.9,4,3,1,,0,1,1,0,1,0,2,1,6693
19429,0,9300000,49.9,10.8,26.8,1,2,1,2.48,0,1,1,1,0,1,1,2,8802
19430,2,10000000,60,8.3,39.2,8,3,1,2.64,1,0,1,1,0,1,1,2,942
19431,1,16500000,81.1,10,54.9,4,3,,2.8,0,1,1,1,1,0,2,2,8158
19432,2,18500000,75,12,43,9,2,1,3.1,0,2,1,0,0,1,0,1,6646
19433,1,2400000,11.7,,,1,1,,2.64,1,0,,,,,1,1,2311
19434,1,4500000,12.9,2.5,9,3,1,,,1,0,,,,,0,1,2080
19435,2,4900000,23.3,2,18,6,1,,,1,0,,,,,2,1,5835
19436,1,5000000,31,6,18,4,1,,2.5,1,0,,,1,0,1,1,887
19437,1,5000000,30,6,18,4,1,,,0,1,1,0,1,0,1,1,887
19438,,6900000,45,,,1,2,,,,,,,,,,,2841
19439,,7150000,48.1,,,1,2,,,,,,,,,,,7284
19440,1,5600000,32.5,6.2,18.5,7,1,,,0,1,1,0,,,0,1,7070
19441,1,5680000,33,5,19,1,1,,,1,0,,,,,1,2,8197
19442,1,5700000,33,7,19,8,1,,,1,0,1,0,,,1,1,3127
19443,1,5750000,31,5.8,18,5,1,,,,,,,,,,0,563
19444,1,5800000,33,7,19,9,1,,,1,0,1,0,,,,1,566
19445,2,5950000,32,5.2,20,3,1,,2.64,1,0,1,0,1,0,2,1,4219
19446,1,6099000,37.2,8,17,2,1,,2.8,1,0,1,0,0,1,1,2,7416
19447,1,6250000,30.5,6,18.7,2,1,,,,,1,0,1,0,,2,5369
19448,1,6250000,44.1,6,28,9,2,1,2.64,0,1,0,1,,,0,1,7618
19449,2,6350000,33,6.5,18,9,1,,2.64,1,0,1,0,,,1,1,9686
19450,1,6500000,30,6,18,5,1,,,0,1,1,1,1,0,,1,7711
19451,1,6500000,37.7,7.3,19,7,1,,2.7,1,0,,,1,0,0,1,3905
19452,1,6700000,33,6,19.7,3,1,,,1,0,,,0,1,2,1,2692
19453,1,6800000,39,9,18,8,1,,2.7,1,0,0,1,1,0,3,2,1356
19454,1,6900000,44,6,28,2,2,1,2.65,0,1,0,1,,,1,2,7070
19455,2,6900000,32,7,18,4,1,,2.64,1,0,1,1,0,1,0,2,1729
19456,1,7000000,30,6,18.3,2,1,,,1,0,1,1,1,0,2,1,9158
19457,1,7050000,30.8,6,18,3,1,,,1,0,1,0,1,0,,1,5171
19458,1,7000000,44,6,29,7,2,1,2.5,0,1,1,0,0,1,1,1,3940
19459,1,7100000,45.1,5.9,29,10,2,,,1,0,0,1,1,0,,1,1150
19460,1,7100000,41.6,6,26,5,2,1,,0,1,1,0,1,0,2,1,4259
19461,1,7200000,40.4,,25.5,1,2,1,,1,0,,,,,0,1,6233
19462,1,7200000,38.4,6.4,22.1,6,2,1,2.64,0,1,1,0,1,0,1,2,3543
19463,1,7200000,50.4,12,34.7,3,2,1,2.7,0,1,1,1,1,1,2,1,8364
19464,1,7200000,34.8,9.7,19.9,4,1,,2.7,1,0,1,0,1,0,1,2,6978
19465,1,7350000,45.3,6,28.6,1,2,1,,0,1,,,,,2,2,1200
19466,,8999000,50.3,,,3,2,,,,,,,,,,,9547
19467,1,7500000,44,5,28,1,2,,,0,1,1,0,,,1,2,3246
19468,1,7600000,45,9,20,11,2,,,,,0,1,1,0,2,1,8004
19469,1,7650000,43,6,29,4,2,1,2.7,1,0,1,1,1,0,1,1,4406
19470,1,7700000,34,9,19,1,1,,,1,0,1,0,0,1,,1,5025
19471,2,7700000,44,5.6,29.2,4,2,0,2.48,1,0,1,0,1,0,1,2,6920
19472,1,7750000,43,6,34,1,2,1,2.5,0,1,1,0,,,1,1,791
19473,1,7800000,34.8,9,25,11,1,,,1,0,,,0,1,1,1,8783
19474,2,7775000,45.2,6.5,30,2,2,1,2.64,0,1,1,0,1,0,1,1,2366
19475,1,7800000,38,7.5,20,16,1,,,1,0,,,0,1,1,2,3097
19476,1,7990000,42,6,27,9,2,,2.7,0,1,,,1,0,1,2,729
19477,1,7900000,51.1,5.5,33.9,1,3,,,0,1,1,0,,,2,2,4466
19478,2,7900000,54,6,36,2,3,,2.64,1,0,1,0,,,1,2,6693
19479,1,8000000,42,5.5,27,9,2,1,2.65,0,1,0,1,1,0,1,2,729
19480,2,8100000,50.7,11,30.6,10,2,1,2.74,0,1,1,0,0,1,1,2,6247
19481,1,8400000,40,11.6,16.6,11,1,,,1,0,0,1,0,1,,2,927
19482,1,8490000,40.5,5,27.5,4,2,1,,0,1,,,,,0,2,1672
19483,,7700000,42.3,5.6,28.5,4,2,2,2.75,1,0,1,0,1,0,1,1,4406
19484,,10800000,72.1,9,50.3,2,3,,,0,1,,,,,,1,5899
19485,,2650000,15,,,2,1,,2.8,1,0,,,1,0,0,1,5474
19486,,8445000,37.1,,,5,1,,2.5,1,0,,,,,1,1,8180
19487,,8500000,36,9,19,23,1,,,,,0,1,0,1,1,1,8291
19488,,14950000,73,10.2,43.6,3,3,,,0,1,1,0,0,1,1,1,2738
19489,3,17040000,80,13,45.5,29,3,,,2,0,0,1,,,,1,6796
19490,,23999000,105,15,51,14,3,1,,1,1,1,1,0,2,0,1,4256
19491,,2970000,18,,,4,1,,,1,0,1,1,,,,1,1867
19492,,3036000,18.4,,,3,1,,,1,0,1,1,,,,1,1867
19493,,5171608,35.8,,,13,1,,,,,,,1,1,,1,8889
19494,,5300000,37.2,10,19,4,1,,2.8,1,0,0,1,1,0,1,2,3346
19495,,5500000,39.6,9.8,18.9,10,1,,2.74,1,0,,,1,1,0,2,5056
19496,,5500000,39.4,9.7,18.8,8,1,,2.74,1,0,1,0,1,1,0,2,5056
19497,,6120000,33,6,18,2,1,,,1,0,1,0,,,1,1,3596
19498,,6390000,60.8,11.9,33.4,9,2,1,,0,1,0,1,0,1,0,1,2470
19499,,6354280,60.8,11.9,33.3,13,2,1,2.7,0,1,1,0,0,1,,1,2470
19500,,6500000,31,7.5,18,5,1,,2.64,1,0,1,0,,,1,1,2978
19501,,6600000,40,6,28,2,2,1,,0,1,1,0,,,1,2,9597
19502,,6741000,58.4,,,4,2,,,,,,,1,1,,1,8889
19503,,6718000,58.2,,,17,2,,,,,,,1,1,,1,8889
19504,3,6833225,50.5,25.9,16.3,8,1,,2.7,0,1,1,0,,,,1,5357
19505,3,5828054,39.9,18.3,11.8,5,1,,2.89,1,0,1,0,0,1,,1,1666
19506,,7017000,60.8,,,2,2,,,,,,,1,1,,1,8889
19507,,7100000,52.1,9.7,30.4,16,2,,,0,1,,,1,0,0,2,2592
19508,,7337023,58.7,,39.3,7,3,,,0,1,,,,,,1,5357
19509,,7599920,76,10,44.8,11,3,1,2.7,0,1,1,0,2,0,0,1,2746
19510,,7600000,54,10,30,14,2,,2.7,0,1,1,0,0,1,1,2,9005
19511,,7700480,64.1,12.8,33.8,6,2,,2.74,0,1,,,2,0,0,2,5056
19512,,7700480,64.6,12.8,33.9,12,2,,2.74,0,1,,,2,0,0,2,5056
19513,,7980000,52.1,9.7,30.6,3,2,,2.74,0,1,,,1,0,1,2,2729
19514,3,8107987,56.7,16.6,29.5,18,2,,2.7,0,1,1,1,,,,1,5357
19515,,8900000,67,13,32,8,2,,,0,1,1,1,1,0,2,1,3601
19516,,10416000,84.7,10,54.3,7,3,,2.74,0,1,,,1,1,0,2,2592
19517,3,11520003,57,,28.5,8,2,,3,,,,,,,,1,3674
19518,3,12233700,61.97,11.7,33.7,17,2,,,,,,,0,1,,1,8867
19519,,13000000,73,8.4,52.4,3,3,1,,1,0,1,0,1,0,1,1,6717
19520,,13950000,83.6,7.9,72.2,6,3,2,2.74,1,0,1,1,1,0,3,1,335
19521,,18000000,90,12,53.8,9,3,,2.75,0,1,1,1,0,1,,1,2116
19522,,23999000,105.1,13,53,14,3,1,2.9,2,0,1,0,1,2,0,1,4256
19523,,35000000,153,15,71,9,4,1,,0,1,1,0,0,1,2,1,9151
19524,1,8700000,39.7,8.9,21.2,6,1,,,0,1,1,0,0,2,3,1,3315
19525,0,6700000,38.1,8.5,19.1,2,1,,2.64,1,0,1,0,0,1,2,1,950
19526,3,8835200,70.4,20.4,34.7,7,3,,2.72,0,2,1,1,,,,1,9052
19527,1,12000000,54.2,9.5,32,15,2,,,0,1,0,1,1,0,3,1,4708
19528,3,4775752,23.66,,15,7,1,,,1,0,1,0,0,1,,1,4571
19529,0,8499000,51,6,34,7,3,1,2.64,0,1,,,1,0,3,1,4924
19530,3,10557160,65.86,13.8,35.8,13,2,,,1,1,,,0,1,,1,7524
19531,3,14601540,97.8,15.7,49.4,17,3,,2.72,0,2,1,1,,,,1,8136
19532,2,3300000,20,,,3,1,,,1,0,1,1,,,,1,1867
19533,3,4921560,25.2,6.5,11.9,7,1,,2.68,1,0,0,1,,,,1,8040
19534,3,4949280,25.2,6.5,11.9,15,1,,2.68,1,0,0,1,,,,1,6585
19535,,5197400,38.6,,,8,1,,,,,,,,,,1,7512
19536,3,5230547,27.93,,19.6,7,1,,,1,0,1,0,1,0,,1,4571
19537,,5291200,39.3,,,9,1,,,,,,,,,,1,8543
19538,,5331400,39.6,,,3,1,,,,,,,,,,1,7512
19539,,5376789,28.5,,18.2,19,1,,,1,0,,,,,,1,5357
19540,,5560700,39.4,9,18.9,6,1,,,1,0,,,1,0,,1,4029
19541,,5602850,39.7,10.1,18.9,15,1,,,1,0,,,0,1,,1,2172
19542,3,5748960,33.6,10.7,11.5,19,1,,2.68,1,0,0,1,,,,1,8040
19543,0,5800000,32.2,6,18,15,1,,,1,0,1,0,,,0,1,3679
19544,,5887100,36.9,,13.9,14,1,,,1,0,,,,,,1,5357
19545,,5894863,35.2,,14.8,22,1,,,1,0,,,,,,1,5357
19546,,6000000,33,7,18,2,1,,2.5,0,1,1,0,,,1,1,1222
19547,2,6300000,38,7,19,11,1,,2.74,1,0,1,0,0,1,2,1,1604
19548,,6354280,60.8,,,11,2,,,,,,,,,,1,2470
19549,,6361474,41.5,,16.2,10,1,,,1,0,,,,,,1,5357
19550,3,6394268,37.33,12.5,14,5,1,,,1,0,1,0,1,0,,1,4571
19551,3,6399200,42.1,16,15.2,18,1,,2.68,0,1,0,1,,,,1,8040
19552,,6466780,60.6,,,2,2,,,,,,,,,,1,6034
19553,1,6450000,36,8,20,15,1,,,0,1,1,0,0,1,1,1,1295
19554,,6563156,43.7,,18,14,1,,,1,0,,,,,,1,5357
19555,,6800480,60.8,,,12,2,,,,,,,,,,1,2470
19556,3,6840120,35.7,17,10.1,15,1,,2.68,1,0,0,1,,,,1,6585
19557,1,6983216,43.2,10,20,16,2,,,0,1,,,0,1,1,2,5357
19558,3,7031340,44.9,21.2,13.2,15,1,,2.68,1,0,0,1,,,,1,8040
19559,,7098976,47.3,,27.8,11,2,,,1,0,,,,,,1,5357
19560,3,7121160,52.4,11.5,27.3,6,2,,2.72,0,1,1,1,,,,1,9052
19561,,7140017,50.1,,16.3,22,1,,,0,1,,,,,,1,5357
19562,,7127267,50.5,,16.3,15,1,,,0,1,,,,,,1,5357
19563,,7181842,56.1,,28,8,2,,,0,1,,,,,,1,5357
19564,1,7150000,41,6,26,3,2,1,,1,0,0,1,1,0,1,1,2596
19565,2,7300000,60.6,12.9,34,11,2,1,2.64,0,1,1,0,0,2,1,1,2725
19566,,7300000,51.1,9.6,30.4,13,2,1,2.74,,,,,1,0,1,1,7679
19567,,7418810,61.8,,28.6,2,2,,,0,1,,,,,,1,5357
19568,2,7500000,51.9,8.5,30,2,2,,2.64,0,1,1,0,,,1,1,3634
19569,,7587865,51.4,,30.1,10,2,,,0,1,,,,,,1,5357
19570,1,7600000,30,9,18,3,1,,,,,1,0,,,0,2,7725
19571,,7673066,78.7,,,13,3,,,,,,,,,,1,3032
19572,,7661860,63.8,,,3,2,,,,,,,,,,1,3601
19573,2,7800000,44.8,6,29.9,2,2,0,2.64,1,0,1,0,1,0,1,2,1711
19574,0,7800000,55.1,10,32,9,2,1,,0,1,1,0,0,1,1,1,8444
19575,,7850440,82.2,,,8,3,,,,,,,,,,1,7512
19576,3,7952300,56.2,19.6,22.1,17,2,,2.68,0,2,1,0,,,,1,8040
19577,3,5810450,39.5,7.5,23.3,3,2,,2.65,1,0,0,1,,,,1,6383
19578,,9450000,58.8,,,3,2,,,,,,,,,,,2954
19579,,8044200,64,12.9,33.7,6,2,,,0,1,,,1,1,,1,335
19580,1,8000000,60.3,12.8,33.9,5,2,,,0,1,1,1,0,2,1,2,6770
19581,,8000000,61,9,27,2,2,,,,,,,,,2,1,5571
19582,0,8190000,53.8,7.2,32.4,3,2,1,3,0,1,0,1,2,0,1,2,6721
19583,,8225885,59.5,,,18,2,,,,,,,,,,1,2920
19584,3,8244840,54.1,21.4,20.6,2,2,,2.68,0,2,1,0,,,,1,6585
19585,0,8350000,74,14,41,15,3,1,,0,1,1,0,1,0,1,1,872
19586,,8344000,70.5,13.9,31.7,20,2,,,0,1,,,3,0,,1,8804
19587,0,8350000,52,8.5,31,5,2,1,2.64,0,1,,,1,0,1,1,2433
19588,,8545390,69.9,,30.1,11,2,,,0,1,,,,,,1,5357
19589,,8639375,62.5,,,9,2,,,,,,,,,,1,2920
19590,1,8590000,58,8.4,29.7,2,2,1,,1,1,1,0,0,2,1,1,4952
19591,3,8718775,69.5,19.8,31.6,7,2,,2.7,0,1,1,1,,,,1,5357
19592,3,8745400,59.9,11.2,33.1,9,2,,2.68,0,2,1,0,,,,1,6585
19593,2,8880000,77,10,48,12,3,1,,0,1,1,1,0,1,1,1,2021
19594,3,8946420,71.4,20.4,34.7,4,3,,2.72,0,2,1,1,1,0,,1,9052
19595,,9000000,80.2,10,54,14,3,1,2.74,0,1,1,1,1,0,1,1,7679
19596,0,9000000,55.1,9,34,4,2,1,2.64,0,1,1,0,0,1,2,1,2705
19597,3,9432682,56.46,11,29,7,2,,,0,1,1,0,1,0,,1,4571
19598,,9400000,40.3,14.5,17,15,1,,,0,1,1,0,1,0,2,1,1925
19599,1,9500000,51,12,24,12,1,,,1,0,0,1,,,,2,7490
19600,,9625431,75.3,,41.3,13,3,,,0,1,,,,,,1,5357
19601,,9814076,78.2,13.9,42.8,4,3,,,0,1,,,2,0,,1,2920
19602,3,9831920,72.4,12.6,41.8,7,3,,2.68,0,2,1,1,,,,1,996
19603,2,9850000,62.7,8.4,39.2,3,3,1,,0,1,1,0,0,2,3,1,6480
19604,3,10032900,63.1,22.4,26.3,24,2,,2.72,0,2,1,0,,,,1,8136
19605,3,10025400,65.1,22.4,27.4,25,2,,2.72,0,2,1,0,,,,1,8136
19606,,10043200,88.5,13.9,43.4,18,3,,,0,1,,,3,0,,1,4029
19607,0,9950000,39.8,13.4,21.2,15,1,,3.25,1,0,1,1,,,0,1,1560
19608,3,10135643,61.04,11.7,29.6,14,2,,,1,1,,,0,1,,1,4571
19609,3,10236420,66.6,16,30.2,2,2,,2.72,0,2,1,0,,,,1,8136
19610,1,10300000,44.2,16,22,15,1,,,1,0,,,,,0,1,1560
19611,1,10500000,50,8.3,,4,2,,2.5,1,0,,,2,0,2,1,389
19612,1,10700000,73,10.5,46,9,3,1,2.64,0,1,1,1,0,1,0,1,1166
19613,0,11150000,35,6,,4,1,,,1,0,,,0,1,1,2,7537
19614,3,11135520,83.6,14.1,43.1,2,3,,2.68,0,2,1,1,,,,1,8040
19615,3,5887868,39.7,,14.7,3,1,,,,,,,,,,1,8331
19616,3,11731881,58.81,10.6,33,19,2,,,,,,,0,1,,1,8867
19617,,12100000,52,10,31,14,2,1,2.64,,,,,1,0,2,1,1021
19618,1,13000000,73.54,15.8,31.4,11,2,,,0,1,1,1,0,2,,2,8867
19619,1,13300000,76,10,45,15,3,1,2.64,0,1,1,1,0,1,2,1,3508
19620,1,13500000,80,10.3,47,9,3,,,0,1,1,1,1,2,2,2,502
19621,3,14068786,88.7,20.8,39.7,10,3,,,2,0,1,0,0,1,,1,4571
19622,2,14500000,82,10,54,3,3,1,3.2,1,0,1,0,1,0,1,1,5149
19623,0,14900000,71,12,42,6,3,,,0,2,,,0,1,,1,8867
19624,3,15223920,83.1,12.5,47.5,15,3,,,2,0,1,1,,,,1,1694
19625,2,15950000,100,12,58,20,3,,2.8,1,1,1,1,0,2,1,1,2411
19626,3,16798350,67.5,13.3,32.7,25,2,,3.2,1,1,1,0,,,,1,77
